time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-05-22T09:23:09.350Z,39.4399,73.5297,10,4.9,mb,,41,2.179,1.41,us,us10008u3z,2017-05-22T10:40:48.040Z,"40km SE of Sary-Tash, Kyrgyzstan",earthquake,5.9,1.9,0.05,128,reviewed,us,us
2017-05-22T09:01:02.340Z,17.6398,-63.627,68,2.51,md,3,342,1.785,0.2,pr,pr2017142005,2017-05-24T16:24:51.247Z,"40km W of The Bottom, Bonaire, Saint Eustatius and Saba ",earthquake,7.58,13.82,0.11,3,reviewed,pr,pr
2017-05-22T07:25:04.540Z,33.8028333,-116.979,10.79,2.6,ml,144,16,0.01059,0.19,ci,ci37651559,2017-05-25T14:30:35.367Z,"2km NW of San Jacinto, California",earthquake,0.11,0.24,0.154,225,reviewed,ci,ci
2017-05-22T04:41:16.530Z,-23.9952,-179.7667,530.3,4.6,mb,,142,6.544,0.74,us,us10008vim,2017-05-29T04:13:07.040Z,"South of the Fiji Islands",earthquake,11.8,11.9,0.098,31,reviewed,us,us
2017-05-22T03:25:47.070Z,34.4532,139.4515,10,4.3,mwr,,115,1.07,0.91,us,us10008u36,2017-05-29T04:06:41.040Z,"51km ESE of Shimoda, Japan",earthquake,4.5,1.9,0.078,16,reviewed,us,us
2017-05-22T03:25:30.717Z,51.7133,-178.5673,16.5,3.3,ml,,,,0.41,ak,ak16099410,2017-05-22T19:32:29.084Z,"34km WSW of Tanaga Volcano, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2017-05-22T03:17:35.050Z,-17.3554,167.7561,39.54,4.4,mb,,199,3.438,0.92,us,us10008vil,2017-05-29T03:45:54.040Z,"73km NW of Port-Vila, Vanuatu",earthquake,3.7,10,0.139,15,reviewed,us,us
2017-05-22T03:13:27.770Z,59.826,-136.631,4,3.3,ml,,,,1.14,us,us10008u35,2017-05-25T03:03:24.637Z,"84km WNW of Skagway, Alaska",earthquake,1.6,3,0.042,73,reviewed,pgc,us
2017-05-22T02:18:16.183Z,59.7278,-139.4637,9.8,3,ml,,,,0.87,ak,ak16099390,2017-05-22T02:27:02.888Z,"25km NE of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-22T02:10:03.990Z,-42.2473,173.7526,18.91,4.3,mwr,,68,0.112,0.73,us,us10008u33,2017-05-29T03:39:39.040Z,"18km NNE of Kaikoura, New Zealand",earthquake,3,2.5,0.047,43,reviewed,us,us
2017-05-22T01:36:16.870Z,36.7045,-121.339,3.42,3.46,mw,62,60,0.07245,0.11,nc,nc72804356,2017-05-29T03:23:27.040Z,"12km S of Ridgemark, California",earthquake,0.13,0.57,,3,reviewed,nc,nc
2017-05-22T01:35:51.390Z,75.078,-72.794,10,4.6,mb,,33,1.764,0.94,us,us10008u2z,2017-05-29T03:21:46.040Z,"284km SSW of Qaanaaq, Greenland",earthquake,6.7,1.9,0.04,188,reviewed,us,us
2017-05-22T01:10:44.220Z,-20.3823,-68.9598,110.92,4.4,mb,,41,0.301,0.63,us,us10008u2r,2017-05-29T03:17:19.040Z,"124km E of Iquique, Chile",earthquake,5.1,3.9,0.109,24,reviewed,us,us
2017-05-22T00:18:59.880Z,-5.0498,153.5851,58.54,5.1,mb,,88,13.549,0.79,us,us10008u2q,2017-05-22T05:38:04.040Z,"88km SE of Taron, Papua New Guinea",earthquake,11.7,6.1,0.067,73,reviewed,us,us
2017-05-21T23:44:16.525Z,61.34,-149.9131,20.5,2.5,ml,,,,0.74,ak,ak16097780,2017-05-22T05:30:57.040Z,"13km N of Anchorage, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-21T23:39:24.400Z,-19.9922,-177.7766,572.43,4.1,mb,,145,4.537,0.66,us,us10008vi1,2017-05-27T02:50:48.040Z,"120km NE of Ndoi Island, Fiji",earthquake,11.3,21.6,0.158,11,reviewed,us,us
2017-05-21T21:09:57.330Z,19.2733,-67.0853,24,2.9,md,6,314,0.8062,0.35,pr,pr2017141009,2017-05-24T16:19:20.186Z,"85km N of Isabela, Puerto Rico",earthquake,2.96,27.58,0.12,5,reviewed,pr,pr
2017-05-21T20:43:51.280Z,47.5815,-122.5818333,24.03,2.77,ml,43,37,0.009269,0.24,uw,uw61268327,2017-05-25T13:52:35.927Z,"1km ESE of Enetai, Washington",earthquake,0.33,0.55,0.202,38,reviewed,uw,uw
2017-05-21T19:40:35.074Z,59.8038,-136.5588,0,2.6,ml,,,,0.69,ak,ak16096162,2017-05-22T03:43:04.717Z,"80km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-21T19:33:38.880Z,59.7556,-136.5144,5,4.3,ml,,93,0.633,0.62,us,us10008u1n,2017-05-22T19:34:20.531Z,"75km WNW of Skagway, Alaska",earthquake,5.2,2,0.043,71,reviewed,us,us
2017-05-21T14:06:16.240Z,35.7949,-97.2029,6.11,3.5,mb_lg,,31,0.14,0.22,us,us10008u0y,2017-05-22T13:56:13.698Z,"14km N of Luther, Oklahoma",earthquake,1.1,4.2,0.046,122,reviewed,us,us
2017-05-21T11:39:55.650Z,-20.2264,168.6987,21.4,4.3,mb,,207,1.395,1.1,us,us10008vhn,2017-06-02T08:30:23.040Z,"95km SW of Isangel, Vanuatu",earthquake,8.5,9.7,0.266,4,reviewed,us,us
2017-05-21T11:06:30.080Z,-36.5995,178.1244,147.66,4.2,mb,,250,0.972,0.57,us,us10008vhk,2017-06-02T08:27:36.040Z,"180km NNE of Opotiki, New Zealand",earthquake,14,12,0.215,6,reviewed,us,us
2017-05-21T10:51:17.570Z,-15.5987,-173.7083,68.15,4.6,mb,,114,2.512,0.7,us,us10008vhl,2017-06-02T08:20:17.040Z,"39km N of Hihifo, Tonga",earthquake,8.2,10.8,0.172,10,reviewed,us,us
2017-05-21T10:36:33.400Z,45.0332,151.1088,59.46,4.3,mb,,185,6.126,1.14,us,us10008vhj,2017-06-02T08:16:48.040Z,"254km E of Kuril'sk, Russia",earthquake,13.6,12.3,0.116,21,reviewed,us,us
2017-05-21T10:14:19.260Z,-4.6948,-79.8665,86.67,4.8,mb,,111,1.156,1.07,us,us10008u0i,2017-06-02T08:12:11.341Z,"17km WSW of Ayabaca, Peru",earthquake,8,6.5,0.06,86,reviewed,us,us
2017-05-21T09:26:17.980Z,-20.2277,168.4296,10,4.8,mb,,104,1.241,0.89,us,us10008u0b,2017-06-02T08:08:20.040Z,"115km SW of Isangel, Vanuatu",earthquake,6.1,1.7,0.125,20,reviewed,us,us
2017-05-21T08:43:49.020Z,12.6047,-90.1937,10,4.3,mb,,184,1.426,1.38,us,us10008u06,2017-05-21T16:48:42.062Z,"116km SSW of Acajutla, El Salvador",earthquake,8.3,2,0.08,44,reviewed,us,us
2017-05-21T08:12:08.130Z,-28.5833,74.2244,10,5,mb,,53,18.311,1.45,us,us10008u05,2017-05-21T08:37:12.040Z,"Mid-Indian Ridge",earthquake,11.2,1.9,0.083,47,reviewed,us,us
2017-05-21T07:10:37.380Z,-20.3891,169.3974,83.23,4.9,mb,,72,1.677,0.91,us,us10008tzy,2017-05-21T07:34:04.040Z,"93km S of Isangel, Vanuatu",earthquake,7.1,7.4,0.088,40,reviewed,us,us
2017-05-21T05:55:00.880Z,-1.9756,133.6865,37.46,4.3,mb,,80,1.715,0.87,us,us10008tzn,2017-05-21T06:23:38.040Z,"130km SSW of Manokwari, Indonesia",earthquake,7.4,7.8,0.102,27,reviewed,us,us
2017-05-21T05:34:57.066Z,59.7388,-136.4588,2.7,2.9,ml,,,,0.99,ak,ak16089984,2017-05-21T19:42:10.882Z,"71km WNW of Skagway, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-05-21T05:33:35.580Z,36.2527,70.8238,107.53,4,mb,,103,0.893,0.89,us,us10008tzf,2017-05-21T06:10:15.040Z,"25km N of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",earthquake,7,10,0.164,10,reviewed,us,us
2017-05-21T05:05:30.900Z,39.8839,143.8262,10,4.6,mb,,154,2.188,0.45,us,us10008tz8,2017-05-22T03:36:28.486Z,"162km E of Miyako, Japan",earthquake,8.2,1.9,0.122,20,reviewed,us,us
2017-05-21T04:54:24.320Z,39.7239,-98.1449,5,3.4,mb_lg,,117,1.143,0.35,us,us10008tyn,2017-05-24T01:04:38.959Z,"8km SE of Mankato, Kansas",earthquake,5,2,0.043,140,reviewed,us,us
2017-05-21T04:54:20.510Z,5.7297,127.4769,19.74,4.8,mb,,85,2.308,0.72,us,us10008tyw,2017-06-04T00:28:42.040Z,"159km ESE of Pondaguitan, Philippines",earthquake,9,4.1,0.056,99,reviewed,us,us
2017-05-21T04:26:14.900Z,18.5666,-66.6943,24,2.8,md,7,257,0.1875,0.14,pr,pr2017141000,2017-05-21T17:09:54.925Z,"10km NNE of Arecibo, Puerto Rico",earthquake,0.94,1.34,0.13,6,reviewed,pr,pr
2017-05-21T03:53:16.240Z,51.5243,176.3417,30.04,4.1,mb,,172,1.834,0.56,us,us10008tyf,2017-06-04T00:21:08.040Z,"97km SSE of Buldir Island, Alaska",earthquake,9.3,4.3,0.088,35,reviewed,us,us
2017-05-21T03:11:03.900Z,35.8712,-96.6411,6.092,2.9,ml,,66,,0.39,us,us10008tyb,2017-06-04T00:18:57.806Z,"13km SSW of Drumright, Oklahoma",earthquake,1.4,4.7,,,reviewed,tul,tul
2017-05-21T01:36:01.480Z,40.3541667,-126.8535,20.62,2.88,ml,17,318,1.925,0.24,nc,nc72803901,2017-05-25T02:10:03.631Z,"220km W of Ferndale, California",earthquake,5.12,31.61,0.149,6,reviewed,nc,nc
2017-05-21T00:23:56.090Z,51.5554,-176.5934,51.8,4,mb,,184,0.332,0.91,us,us10008txq,2017-05-21T02:46:23.559Z,"36km S of Adak, Alaska",earthquake,9.7,4.9,0.087,35,reviewed,us,us
2017-05-20T22:54:42.330Z,-17.8275,-174.9117,228.29,4.4,mb,,92,4.891,0.64,us,us10008txj,2017-05-20T23:13:07.040Z,"133km NW of Neiafu, Tonga",earthquake,11.2,9.7,0.094,33,reviewed,us,us
2017-05-20T22:37:49.650Z,51.6476,-178.5461,4.79,4.3,mb,,177,0.89,0.72,us,us10008txh,2017-06-03T03:56:27.040Z,"38km SW of Tanaga Volcano, Alaska",earthquake,6,4.8,0.076,49,reviewed,us,us
2017-05-20T22:18:44.070Z,34.9464,28.0525,29,4.1,mb,,104,0.944,1.34,us,us10008txb,2017-06-03T22:45:48.040Z,"98km SE of Karpathos, Greece",earthquake,5.4,6.4,0.093,32,reviewed,us,us
2017-05-20T22:07:30.060Z,5.6613,127.5227,10,4.4,mb,,124,2.385,0.72,us,us10008tx9,2017-06-03T03:33:52.040Z,"167km ESE of Pondaguitan, Philippines",earthquake,8.9,1.9,0.105,26,reviewed,us,us
2017-05-20T21:58:06.970Z,39.4589,71.3377,10,4.3,mb,,115,0.719,1.26,us,us10008tx8,2017-06-02T05:07:07.040Z,"29km NNW of Karakenja, Tajikistan",earthquake,2.7,1.9,0.237,5,reviewed,us,us
2017-05-20T21:26:47.080Z,-5.5189,150.2962,134.92,4.1,mb,,93,2.102,0.25,us,us10008vgi,2017-06-02T04:52:30.040Z,"17km ENE of Kimbe, Papua New Guinea",earthquake,11,11.3,0.135,15,reviewed,us,us
2017-05-20T21:22:19.080Z,5.9038,126.0714,132.3,4.2,mb,,137,1.257,0.97,us,us10008vgj,2017-06-03T01:53:54.040Z,"44km ESE of Mangili, Philippines",earthquake,11.9,7.1,0.124,18,reviewed,us,us
2017-05-20T21:01:39.040Z,-54.072,-59.9372,10,4.4,mb,,63,2.655,0.87,us,us10008vgk,2017-06-02T04:39:33.040Z,"298km SSW of Stanley, Falkland Islands",earthquake,9.5,1.9,0.127,18,reviewed,us,us
2017-05-20T20:32:55.530Z,64.6451,-17.7338,6.36,4.4,mb,,108,1.547,0.55,us,us10008tx3,2017-06-03T22:11:37.040Z,"116km S of Akureyri, Iceland",earthquake,7.8,4.6,0.085,40,reviewed,us,us
2017-05-20T19:30:16.490Z,-23.8787,-179.6936,492.07,4.5,mb,,100,5.573,1.01,us,us10008twk,2017-06-02T04:26:22.040Z,"South of the Fiji Islands",earthquake,11.7,7.5,0.079,47,reviewed,us,us
2017-05-20T19:25:17.500Z,35.874,-96.64,5.542,3.1,ml,,40,,0.22,us,us10008twf,2017-06-02T04:01:13.569Z,"13km SSW of Drumright, Oklahoma",earthquake,1.7,3.2,,,reviewed,tul,tul
2017-05-20T18:25:59.523Z,64.2893,-150.079,21.8,3,ml,,,,0.81,ak,ak16083216,2017-05-23T17:18:05.040Z,"53km WSW of North Nenana, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-20T18:10:12.070Z,0.0343,126.6286,56.53,4.6,mb,,72,1.039,0.79,us,us10008tv3,2017-05-23T17:14:15.040Z,"116km SW of Kota Ternate, Indonesia",earthquake,5.6,6.3,0.085,41,reviewed,us,us
2017-05-20T17:58:46.780Z,17.14,-93.9707,144,5.7,mww,,36,1.953,1.02,us,us10008tuw,2017-05-23T16:05:18.134Z,"52km NNW of Cintalapa de Figueroa, Mexico",earthquake,4.1,1.8,0.031,97,reviewed,us,us
2017-05-20T17:55:17.098Z,63.0644,-149.6627,86.8,2.6,ml,,,,0.55,ak,ak16082481,2017-05-23T14:47:15.040Z,"52km SW of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-20T16:58:40.810Z,17.0861,-105.3473,29.97,4.7,mb,,181,4.668,1.14,us,us10008tuf,2017-05-20T17:27:49.040Z,"243km SSW of Manzanillo, Mexico",earthquake,10.9,6,0.062,80,reviewed,us,us
2017-05-20T15:38:38.270Z,39.9493333,-108.9603333,6.01,2.56,ml,10,110,0.582,0.09,uu,uu60197177,2017-05-22T21:16:58.620Z,"22km SW of Rangely, Colorado",earthquake,0.36,31.61,0.151,10,reviewed,uu,uu
2017-05-20T14:40:48.300Z,39.9352,143.5914,20.32,4.9,mb,,138,2.103,0.87,us,us10008ttu,2017-05-20T19:13:59.040Z,"144km ENE of Miyako, Japan",earthquake,7.1,5.8,0.09,39,reviewed,us,us
2017-05-20T12:31:23.850Z,59.7868,-136.6857,2.44,2.7,ml,,110,0.556,1.03,us,us10008ttp,2017-05-26T08:33:58.040Z,"85km WNW of Skagway, Alaska",earthquake,5.6,9.9,,,reviewed,us,ak
2017-05-20T11:26:28.060Z,39.9441,143.5717,10.31,4.9,mww,,134,2.092,0.74,us,us10008ttb,2017-05-26T08:31:30.367Z,"142km ENE of Miyako, Japan",earthquake,8.1,4.7,0.086,13,reviewed,us,us
2017-05-20T11:06:10.940Z,35.3666,27.5717,10,4.1,mb,,140,0.38,1.15,us,us10008vge,2017-05-27T06:05:03.909Z,"36km ESE of Karpathos, Greece",earthquake,6.6,1.9,0.145,13,reviewed,us,us
2017-05-20T10:47:31.320Z,-20.4265,-178.2169,535.53,4.4,mb,,61,4.422,0.87,us,us10008tsw,2017-05-20T11:12:54.040Z,"56km ENE of Ndoi Island, Fiji",earthquake,13.2,7.2,0.04,180,reviewed,us,us
2017-05-20T09:57:12.421Z,59.7689,-136.4258,0,2.5,ml,,,,0.71,ak,ak16078918,2017-05-20T10:03:29.653Z,"71km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-20T09:11:17.410Z,-35.4236,-71.6227,84.31,4.1,mb,,136,0.377,0.61,us,us10008ts8,2017-05-20T16:30:18.031Z,"4km ENE of Talca, Chile",earthquake,7.8,6.6,0.233,5,reviewed,us,us
2017-05-20T07:15:01.530Z,-59.4788,-27.0094,41.62,5.2,mb,,54,7.349,0.77,us,us10008tqx,2017-05-20T07:31:57.040Z,"57km SSW of Bristol Island, South Sandwich Islands",earthquake,6.7,7.3,0.081,51,reviewed,us,us
2017-05-20T06:23:20.170Z,62.9164,179.2139,7.96,4.3,mb,,104,4.182,1.01,us,us10008tqr,2017-05-20T06:46:59.040Z,"15km SSW of Beringovskiy, Russia",earthquake,9.5,5.4,0.113,22,reviewed,us,us
2017-05-20T06:21:57.760Z,17.891,-65.6346,6,2.56,md,9,219,0.2219,0.31,pr,pr2017140004,2017-05-20T16:04:53.117Z,"28km ESE of Emajagua, Puerto Rico",earthquake,1.07,0.81,0.22,7,reviewed,pr,pr
2017-05-20T06:02:13.930Z,17.4291,-105.3654,10,5.8,mww,,155,4.502,0.7,us,us10008tqj,2017-05-22T15:07:29.040Z,"209km SSW of San Patricio, Mexico",earthquake,6.6,1.9,,,reviewed,us,us
2017-05-20T05:48:43.980Z,32.845,76.267,31.99,4.2,mb,,148,6.005,0.91,us,us10008tqh,2017-05-20T06:44:42.480Z,"33km NNE of Chamba, India",earthquake,11.2,7,0.146,13,reviewed,us,us
2017-05-20T05:41:14.540Z,34.9233,33.8146,8.57,4,mb,,201,0.399,1.11,us,us10008tqe,2017-06-02T22:25:05.259Z,"11km SW of Liopetri, Cyprus",earthquake,8.3,9.2,0.119,19,reviewed,us,us
2017-05-20T05:17:30.720Z,6.4431,126.9669,101.62,5,mb,,108,1.512,0.63,us,us10008tq9,2017-05-20T05:33:08.040Z,"84km SE of Bobon, Philippines",earthquake,4.3,7.1,0.083,47,reviewed,us,us
2017-05-20T04:38:13.930Z,19.4063339,-155.2803345,1.85,2.5,ml,25,44,0.005696,0.34,hv,hv61760211,2017-05-25T05:04:05.200Z,"5km WSW of Volcano, Hawaii",earthquake,0.27,0.27,0.21,27,reviewed,hv,hv
2017-05-20T04:35:48.320Z,-7.0886,129.3191,145.66,4.5,mb,,79,2.154,0.79,us,us10008tpt,2017-06-03T23:36:05.040Z,"240km WNW of Saumlaki, Indonesia",earthquake,8.5,8.5,0.084,41,reviewed,us,us
2017-05-20T02:57:37.740Z,-23.1382,-66.456,250.64,4.1,mb,,226,2.323,0.52,us,us10008tpi,2017-06-03T23:37:05.040Z,"78km W of El Aguilar, Argentina",earthquake,12.2,15.6,0.524,1,reviewed,us,us
2017-05-20T02:40:59.690Z,18.5026,-68.3913,140,3.62,md,20,175,0.015,0.68,pr,pr2017140000,2017-06-04T02:55:09.040Z,"13km S of Punta Cana, Dominican Republic",earthquake,6.65,2.74,0.32,18,reviewed,pr,pr
2017-05-20T01:21:42.490Z,45.19,150.8015,32.09,4.8,mb,,138,5.867,0.57,us,us10008tp3,2017-06-03T23:39:51.040Z,"229km E of Kuril'sk, Russia",earthquake,9.7,5.2,0.042,177,reviewed,us,us
2017-05-20T01:06:14.230Z,9.3849,123.9583,533,6,mww,,28,2.804,1,us,us10008tp0,2017-06-04T00:15:47.660Z,"24km S of Alburquerque, Philippines",earthquake,6.6,1.9,0.042,55,reviewed,us,us
2017-05-19T23:58:23.780Z,-33.2327,-178.5658,10,4.4,mb,,264,6.472,0.32,us,us10008vc6,2017-06-03T05:07:55.040Z,"202km S of L'Esperance Rock, New Zealand",earthquake,8,2,0.202,7,reviewed,us,us
2017-05-19T23:14:35.710Z,59.7307,-136.4753,10,2.7,ml,,95,0.643,1.11,us,us10008tnl,2017-05-20T02:35:36.040Z,"72km WNW of Skagway, Alaska",earthquake,2.6,2,0.05,53,reviewed,us,us
2017-05-19T23:08:16.890Z,-11.2093,163.1897,10,4.5,mb,,220,3.643,1.03,us,us10008vc7,2017-06-03T04:59:52.040Z,"161km ESE of Kirakira, Solomon Islands",earthquake,8.8,2,0.163,11,reviewed,us,us
2017-05-19T22:40:30.500Z,-1.1104,126.8485,42.44,4.3,mb,,70,1.94,1.33,us,us10008vc3,2017-06-03T21:35:14.040Z,"95km WNW of Laiwui, Indonesia",earthquake,3.7,11.9,0.143,14,reviewed,us,us
2017-05-19T21:41:16.270Z,43.9848,150.4526,10,4.5,mb,,170,5.666,0.58,us,us10008vc1,2017-06-03T21:24:58.040Z,"246km ESE of Kuril'sk, Russia",earthquake,15,2,0.205,7,reviewed,us,us
2017-05-19T21:24:31.660Z,18.3741,-66.0748,116,3.03,md,15,194,0.0657,0.21,pr,pr2017139020,2017-05-20T21:59:00.040Z,"4km ESE of Catano, Puerto Rico",earthquake,2.27,1.15,0.31,11,reviewed,pr,pr
2017-05-19T20:37:32.460Z,19.4826,-67.588,35,3.14,md,6,266,1.1035,0.32,pr,pr2017139016,2017-05-20T18:43:32.691Z,"121km NNW of San Antonio, Puerto Rico",earthquake,2.9,22.59,0.28,3,reviewed,pr,pr
2017-05-19T20:02:45.010Z,45.7036,26.761,118.4,4.3,mb,,51,0.16,1.88,us,us10008tmf,2017-05-20T17:41:09.013Z,"3km ESE of Nereju, Romania",earthquake,3.6,4.6,0.08,44,reviewed,buc,us
2017-05-19T19:17:27.400Z,-11.5563,118.1753,32.16,4.1,mb,,75,4.941,1.83,us,us10008tm0,2017-05-20T17:00:17.040Z,"229km SSW of Kahale, Indonesia",earthquake,6.6,7.6,0.14,17,reviewed,us,us
2017-05-19T18:14:28.420Z,-5.6297,154.3819,100.3,4.9,mb,,28,6.69,0.68,us,us10008tlq,2017-05-20T16:38:55.040Z,"143km WNW of Arawa, Papua New Guinea",earthquake,8.2,4.5,0.047,142,reviewed,us,us
2017-05-19T17:57:52.720Z,-9.698,158.9498,47.11,4.6,mb,,103,1.017,0.95,us,us10008tlh,2017-05-20T16:08:37.040Z,"113km WSW of Honiara, Solomon Islands",earthquake,6.1,8.1,0.081,46,reviewed,us,us
2017-05-19T17:57:28.980Z,-15.6095,-173.0579,64.13,4.7,mb,,107,2.095,1.01,us,us10008tlj,2017-05-20T15:42:52.040Z,"83km ENE of Hihifo, Tonga",earthquake,7.9,6.9,0.043,164,reviewed,us,us
2017-05-19T16:56:39.690Z,60.1275,-152.1778,68.5,2.5,ml,,,,0.62,ak,ak16071334,2017-05-19T17:11:53.051Z,"43km NNW of Anchor Point, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-05-19T16:49:42.300Z,-9.2543,158.8821,31.64,4.8,mb,,79,1.067,1.04,us,us10008tkx,2017-05-19T17:11:45.040Z,"118km W of Honiara, Solomon Islands",earthquake,10.9,4,0.098,32,reviewed,us,us
2017-05-19T15:29:26.910Z,18.3083,-68.8618,107,3.79,md,19,215,0.5225,0.47,pr,pr2017139008,2017-05-19T16:36:44.790Z,"17km SE of La Romana, Dominican Republic",earthquake,5,1.97,0.33,16,reviewed,pr,pr
2017-05-19T14:45:59.720Z,-9.2593,158.876,24.91,4.7,mb,,77,1.072,0.78,us,us10008tk4,2017-05-26T08:27:05.040Z,"119km W of Honiara, Solomon Islands",earthquake,9.6,5.8,0.082,45,reviewed,us,us
2017-05-19T14:31:35.770Z,-9.361,158.9141,25.15,5,mb,,71,1.022,1.09,us,us10008tjx,2017-05-26T08:22:23.040Z,"114km W of Honiara, Solomon Islands",earthquake,7.7,4.9,0.08,49,reviewed,us,us
2017-05-19T14:00:53.190Z,50.5011,155.7337,20.42,4.3,mb,,181,2.881,1.48,us,us10008tjp,2017-05-26T08:19:58.040Z,"34km SW of Severo-Kuril'sk, Russia",earthquake,16.7,11.9,0.137,15,reviewed,us,us
2017-05-19T13:10:47.100Z,35.6517,-97.1672,5.772,2.7,ml,,37,,0.41,us,us10008tje,2017-05-26T08:10:49.506Z,"2km ESE of Luther, Oklahoma",earthquake,1.5,5.6,,,reviewed,tul,tul
2017-05-19T12:09:15.580Z,47.695,-127.9545,10,4.1,mb,,177,2.071,0.72,us,us10008tjc,2017-05-19T13:19:39.040Z,"222km SW of Tofino, Canada",earthquake,6.6,2,0.077,46,reviewed,us,us
2017-05-19T11:44:04.970Z,-1.1281,126.9126,38.46,4.9,mb,,82,1.941,0.81,us,us10008tjb,2017-05-19T12:05:35.040Z,"87km WNW of Laiwui, Indonesia",earthquake,7.6,7.8,0.06,87,reviewed,us,us
2017-05-19T11:30:37.790Z,18.2696,-65.4625,25,2.52,md,4,185,0.1839,0.08,pr,pr2017139013,2017-05-20T18:51:28.410Z,"13km N of Vieques, Puerto Rico",earthquake,1.31,0.95,0.33,3,reviewed,pr,pr
2017-05-19T11:17:20.420Z,18.8136,-65.471,39,3.12,md,7,233,0.54,0.16,pr,pr2017139007,2017-05-20T18:53:43.311Z,"55km NNE of Luquillo, Puerto Rico",earthquake,1.33,4.09,0.13,3,reviewed,pr,pr
2017-05-19T11:17:16.700Z,-9.2366,158.7967,10,5.2,mb,,43,1.153,0.88,us,us10008tj9,2017-05-19T21:12:07.882Z,"128km W of Honiara, Solomon Islands",earthquake,9,1.9,0.04,204,reviewed,us,us
2017-05-19T11:12:50.180Z,18.8201,-65.4883,15,2.77,md,11,233,0.5523,0.2,pr,pr2017139005,2017-05-20T18:58:26.810Z,"55km NNE of Luquillo, Puerto Rico",earthquake,0.92,1.76,0.37,6,reviewed,pr,pr
2017-05-19T10:57:41.148Z,50.9592,-177.0372,17.2,3.5,ml,,,,0.52,ak,ak16068811,2017-05-20T00:48:46.350Z,"105km SSW of Adak, Alaska",earthquake,,6.1,,,reviewed,ak,ak
2017-05-19T09:28:02.311Z,51.653,-178.5415,8.8,3.9,ml,,,,0.78,ak,ak16068794,2017-05-19T23:28:52.450Z,"37km SW of Tanaga Volcano, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2017-05-19T09:08:47.000Z,14.03,51.6138,10,4.6,mb,,147,8.905,0.62,us,us10008tie,2017-05-19T09:30:56.040Z,"136km SSE of Sayhut, Yemen",earthquake,10.5,1.9,0.075,53,reviewed,us,us
2017-05-19T08:48:23.290Z,51.6032,-178.271,10,4.1,mb,,178,0.738,1.04,us,us10008ti9,2017-05-19T23:01:50.998Z,"32km SSW of Tanaga Volcano, Alaska",earthquake,5.1,2,0.079,43,reviewed,us,us
2017-05-19T07:35:13.348Z,59.8036,-153.0849,101.6,2.5,ml,,,,0.52,ak,ak16067532,2017-05-19T07:52:09.317Z,"70km W of Anchor Point, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-19T07:32:50.300Z,37.2289,-97.9736,1.41,3,mb_lg,,64,0.003,0.19,us,us10008thw,2017-05-22T17:32:05.410Z,"7km SE of Harper, Kansas",earthquake,2.5,6.6,0.051,102,reviewed,us,us
2017-05-19T07:15:45.970Z,-3.6637,140.3091,64.3,4.4,mb,,99,8.08,1.31,us,us10008tht,2017-05-19T07:35:27.040Z,"117km SSW of Abepura, Indonesia",earthquake,11.6,8.5,0.097,31,reviewed,us,us
2017-05-19T07:03:07.470Z,45.29,-106.4416667,2.98,2.71,ml,6,144,1.407,0.14,mb,mb80209879,2017-05-19T19:43:10.140Z,"40km SSE of Lame Deer, Montana",earthquake,0.49,1.73,0.123,13,reviewed,mb,mb
2017-05-19T06:57:49.050Z,37.222,-97.9903,2.11,2.5,mb_lg,,87,0.016,0.21,us,us10008thq,2017-05-22T17:31:43.590Z,"7km SSE of Harper, Kansas",earthquake,1.4,2.7,0.088,34,reviewed,us,us
2017-05-19T04:14:07.560Z,-24.4279,-67.1442,167.69,4.5,mb,,59,2.34,0.66,us,us10008thc,2017-05-27T21:51:02.040Z,"86km WSW of San Antonio de los Cobres, Argentina",earthquake,9.5,11,0.163,11,reviewed,us,us
2017-05-19T03:54:29.300Z,36.457,-98.7933,6.029,2.6,ml,,49,,0.65,us,us10008th7,2017-05-24T22:48:03.373Z,"35km NW of Fairview, Oklahoma",earthquake,4.3,7.7,,,reviewed,tul,tul
2017-05-19T02:04:49.310Z,-58.4848,-25.6922,87.7,4.6,mb,,97,7.321,0.91,us,us10008vbd,2017-05-28T00:21:00.040Z,"77km NE of Bristol Island, South Sandwich Islands",earthquake,13.9,7.3,0.136,16,reviewed,us,us
2017-05-19T01:54:22.610Z,40.9635,-28.9188,10,4.7,mb,,80,2.108,0.73,us,us10008vbb,2017-05-27T23:59:13.040Z,"226km NNW of Lagoa, Portugal",earthquake,5.4,1.9,0.102,29,reviewed,us,us
