time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-05-13T04:06:18.640Z,-56.3337,-25.6731,25.61,4.9,mb,,118,6.507,0.72,us,us10008s39,2017-05-31T21:54:29.040Z,"102km ENE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,15.7,6,0.092,37,reviewed,us,us
2017-05-13T03:44:10.950Z,37.5253333,-118.549,13.31,2.66,md,36,55,0.08699,0.06,nc,nc72800996,2017-05-14T04:03:53.721Z,"19km NW of Dixon Lane-Meadow Creek, California",earthquake,0.27,0.9,0.125,33,reviewed,nc,nc
2017-05-13T03:34:04.010Z,10.6066,126.708,10,4.9,mb,,93,3.687,0.67,us,us10008s38,2017-05-31T21:52:45.040Z,"95km NE of San Isidro, Philippines",earthquake,8.9,1.9,0.069,65,reviewed,us,us
2017-05-13T02:43:48.660Z,56.9214,162.3741,78.17,4.4,mb,,132,4.456,0.94,us,us10008s2u,2017-05-31T21:52:18.040Z,"77km N of Ust'-Kamchatsk Staryy, Russia",earthquake,10.3,8,0.053,103,reviewed,us,us
2017-05-13T02:21:45.170Z,-21.3984,-174.033,34.06,4.6,mb,,127,14.367,0.94,us,us10008wfd,2017-06-01T03:00:49.040Z,"95km E of `Ohonua, Tonga",earthquake,12.8,4.5,0.103,28,reviewed,us,us
2017-05-13T02:18:46.430Z,-33.9432,-178.7389,78.98,4.6,mb,,189,4.337,0.52,us,us10008wfa,2017-06-01T00:26:39.040Z,"278km S of L'Esperance Rock, New Zealand",earthquake,8.5,8.4,0.152,13,reviewed,us,us
2017-05-13T02:15:45.770Z,-33.6825,-178.6918,20.76,4.7,mb,,118,4.578,1.09,us,us10008s2p,2017-05-31T21:51:50.040Z,"250km S of L'Esperance Rock, New Zealand",earthquake,12.4,2.9,0.115,23,reviewed,us,us
2017-05-13T00:15:51.920Z,-14.2519,167.658,134.35,4.2,mb,,285,6.501,0.65,us,us10008wf4,2017-06-03T04:00:55.040Z,"42km SSE of Sola, Vanuatu",earthquake,21.9,11.5,0.176,9,reviewed,us,us
2017-05-12T22:55:26.834Z,62.5637,-151.8167,14.6,2.5,ml,,,,1.07,ak,ak16025505,2017-05-12T23:08:13.317Z,"92km WNW of Talkeetna, Alaska",earthquake,,1.7,,,automatic,ak,ak
2017-05-12T22:53:44.570Z,54.6939,-164.5535,3.42,4.9,mb,,129,0.678,0.82,us,us10008s1v,2017-05-15T23:10:48.040Z,"75km WSW of False Pass, Alaska",earthquake,6.8,5.1,0.031,327,reviewed,us,us
2017-05-12T22:34:21.510Z,38.562,-122.3005,3.05,2.65,md,97,55,0.05813,0.19,nc,nc72800881,2017-05-14T04:03:41.061Z,"13km E of Angwin, California",earthquake,0.12,0.65,0.231,67,reviewed,nc,nc
2017-05-12T21:40:11.380Z,-4.5758,146.3146,84.34,4.3,mb,,272,4.87,0.52,us,us10008s19,2017-05-15T03:54:32.040Z,"91km NE of Madang, Papua New Guinea",earthquake,15.4,15.9,0.129,17,reviewed,us,us
2017-05-12T21:14:51.780Z,-19.8338,-177.4986,547.69,4.1,mb,,150,4.698,0.39,us,us10008tcx,2017-05-19T03:16:34.040Z,"154km NE of Ndoi Island, Fiji",earthquake,24,24.4,0.123,18,reviewed,us,us
2017-05-12T18:11:35.400Z,35.8411,-96.6931,5.97,2.5,ml,,78,,0.25,us,us10008rz9,2017-05-13T15:45:41.040Z,"10km NNW of Stroud, Oklahoma",earthquake,0.9,1.7,,,reviewed,tul,tul
2017-05-12T17:54:35.300Z,36.4561,-98.7885,5.269,3.4,ml,,37,,0.33,us,us10008rz4,2017-05-14T04:09:53.564Z,"34km NW of Fairview, Oklahoma",earthquake,1.5,2.7,,,reviewed,tul,tul
2017-05-12T16:49:01.510Z,36.6859,71.3833,178.77,4.6,mb,,61,0.781,0.86,us,us10008ryq,2017-05-17T16:38:27.928Z,"13km W of Ashkasham, Afghanistan",earthquake,7.1,5.7,0.076,52,reviewed,us,us
2017-05-12T16:37:04.840Z,36.4446,-98.7597,5,3.5,mb_lg,,72,0.036,0.47,us,us10008ry0,2017-05-12T23:37:31.778Z,"31km NW of Fairview, Oklahoma",earthquake,1.5,2,0.053,94,reviewed,us,us
2017-05-12T15:32:27.620Z,-37.3836,179.0296,55.34,4.8,mb,,106,0.602,0.94,us,us10008rwc,2017-05-12T16:05:17.040Z,"167km NNE of Gisborne, New Zealand",earthquake,8.9,5.2,0.121,21,reviewed,us,us
2017-05-12T15:22:32.590Z,12.8219,-90.2092,10,4.7,mb,,156,1.282,0.94,us,us10008rvv,2017-05-12T15:57:12.040Z,"94km SSW of Acajutla, El Salvador",earthquake,6,1.9,0.071,60,reviewed,us,us
2017-05-12T14:52:55.050Z,-4.4011,138.8654,47.04,4.3,mb,,233,6.765,1.85,us,us10008rv3,2017-05-20T08:38:45.040Z,"243km NW of Tanahmerah, Indonesia",earthquake,15.6,20,0.147,13,reviewed,us,us
2017-05-12T14:33:39.570Z,-7.8815,116.6363,268.26,4.2,mb,,101,2.527,0.91,us,us10008tcq,2017-05-20T08:29:50.040Z,"43km NNE of Obelobel, Indonesia",earthquake,8.6,16.8,0.216,6,reviewed,us,us
2017-05-12T14:14:31.570Z,-14.5108,167.3257,191.19,4.8,mb,,73,6.232,0.88,us,us10008ruz,2017-05-20T08:25:37.040Z,"66km NNE of Port-Olry, Vanuatu",earthquake,11.6,7.3,0.084,44,reviewed,us,us
2017-05-12T14:07:50.987Z,61.5868,-141.1881,0,3.2,ml,,,,0.98,ak,ak16023909,2017-05-20T08:18:01.040Z,"172km E of Chitina, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-12T13:47:14.224Z,57.0503,-157.8939,0,2.9,ml,,,,0.6,ak,ak16023896,2017-05-12T13:52:46.993Z,"103km NNE of Chignik Lake, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-12T13:15:15.400Z,36.4566,-98.7929,5.57,3.2,ml,,80,,0.52,us,us10008rul,2017-05-20T08:14:19.613Z,"34km NW of Fairview, Oklahoma",earthquake,2.4,7.6,,,reviewed,tul,tul
2017-05-12T13:14:18.710Z,16.9708,-98.7157,65.25,4.7,mb,,223,0.605,0.58,us,us10008run,2017-05-20T08:12:15.040Z,"17km N of San Luis Acatlan, Mexico",earthquake,11.5,12.9,0.075,54,reviewed,us,us
2017-05-12T12:06:39.117Z,59.8887,-136.7349,0.1,2.7,ml,,,,0.8,ak,ak16023443,2017-05-12T12:14:49.633Z,"93km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-12T11:31:52.788Z,51.6778,-178.4505,14.4,2.7,ml,,,,0.4,ak,ak16023424,2017-05-12T19:03:14.467Z,"31km SW of Tanaga Volcano, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2017-05-12T11:28:53.410Z,5.3203,126.3945,51.79,4.6,mb,,106,1.917,1.09,us,us10008rua,2017-05-12T12:26:26.040Z,"103km E of Sarangani, Philippines",earthquake,7.6,7.8,0.067,66,reviewed,us,us
2017-05-12T11:06:02.560Z,1.9565,99.0241,129.32,4.7,mb,,91,0.739,0.55,us,us10008ru4,2017-05-12T12:12:56.040Z,"36km NE of Sibolga, Indonesia",earthquake,6.3,4.2,0.096,33,reviewed,us,us
2017-05-12T10:51:08.360Z,12.9594,-90.0781,10,5.4,mb,,95,1.096,1.99,us,us10008rtx,2017-05-12T17:47:18.040Z,"75km SSW of Acajutla, El Salvador",earthquake,5.8,1.9,0.023,639,reviewed,us,us
2017-05-12T10:41:26.380Z,12.9108,-90.0562,10,6.2,mww,,22,1.113,1.47,us,us10008rtu,2017-05-16T13:14:03.721Z,"79km SSW of Acajutla, El Salvador",earthquake,5.9,1.7,,,reviewed,us,us
2017-05-12T10:13:11.730Z,18.9093,-68.7348,49,2.5,md,8,325,0.5303,0.16,pr,pr2017132003,2017-05-12T17:35:37.223Z,"29km NNW of Otra Banda, Dominican Republic",earthquake,4.98,4.19,0.4,3,reviewed,pr,pr
2017-05-12T09:26:19.790Z,17.88,-65.6396,13,2.74,md,5,243,0.234,0.1,pr,pr2017132002,2017-05-12T17:37:38.279Z,"28km ESE of Emajagua, Puerto Rico",earthquake,0.71,0.79,0.15,3,reviewed,pr,pr
2017-05-12T08:16:46.530Z,-58.6159,-26.338,175.91,4.5,mb,,113,7.102,1.17,us,us10008td4,2017-06-03T11:46:43.040Z,"47km NNE of Bristol Island, South Sandwich Islands",earthquake,14,8.1,0.118,21,reviewed,us,us
2017-05-12T08:00:18.340Z,18.9896,-68.6918,32,3.38,md,15,313,0.568,0.29,pr,pr2017132001,2017-06-03T11:41:36.040Z,"30km N of Punta Cana, Dominican Republic",earthquake,3.31,7.95,0.3,14,reviewed,pr,pr
2017-05-12T07:18:59.990Z,-15.961,-69.4612,250.37,4.4,mb,,134,1.319,1.09,us,us10008rsd,2017-06-03T11:38:14.040Z,"25km ENE of Ilave, Peru",earthquake,5.9,9,0.155,12,reviewed,us,us
2017-05-12T06:26:02.070Z,51.6337,-178.4266,11.5,3.7,mb,,,,1.09,us,us10008rzd,2017-05-31T08:49:26.040Z,"34km SW of Tanaga Volcano, Alaska",earthquake,10,6.8,0.13,15,reviewed,ak,us
2017-05-12T05:55:44.750Z,37.838,27.1525,10,4.1,mb,,52,1.285,1.25,us,us10008rs8,2017-05-31T08:48:42.534Z,"9km WSW of Kusadasi, Turkey",earthquake,2.1,2,0.262,4,reviewed,us,us
2017-05-12T05:39:00.060Z,-7.8361,159.6495,50.33,5.1,mb,,65,1.619,0.78,us,us10008rs7,2017-05-31T08:45:52.040Z,"34km N of Buala, Solomon Islands",earthquake,9.5,7.1,0.064,80,reviewed,us,us
2017-05-12T05:21:33.640Z,-56.637,-25.7917,10,5.1,mb,,99,6.524,0.83,us,us10008rs5,2017-05-31T08:42:49.040Z,"86km E of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,11.9,1.9,0.071,64,reviewed,us,us
2017-05-12T04:39:52.940Z,47.6042,154.2772,46.47,4.5,mb,,138,5.928,0.7,us,us10008rrz,2017-05-20T23:28:55.040Z,"Kuril Islands",earthquake,9.3,6,0.07,60,reviewed,us,us
2017-05-12T04:31:10.020Z,37.2771667,-80.841,4.13,2.75,md,17,67,0.342,0.12,se,se60193886,2017-05-24T04:50:03.040Z,"9km SW of Narrows, Virginia",earthquake,0.35,1.35,0.061,12,reviewed,se,se
2017-05-12T03:46:26.130Z,-57.0473,-27.2327,124.72,4.2,mb,,187,17.843,0.31,us,us10008td1,2017-05-24T22:11:55.040Z,"38km S of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,21.2,14.6,0.158,11,reviewed,us,us
2017-05-12T02:54:04.800Z,51.6272,-178.4104,15.49,2.7,ml,,185,0.813,0.39,us,us10008rz6,2017-05-24T04:02:22.040Z,"34km SSW of Tanaga Volcano, Alaska",earthquake,17.2,8.9,,,reviewed,us,ak
2017-05-12T02:47:29.940Z,19.221,-155.4025,34.351,3.46,ml,45,146,0.01708,0.1,hv,hv61744141,2017-05-24T03:53:33.631Z,"8km ENE of Pahala, Hawaii",earthquake,0.49,0.73,0.174,41,reviewed,hv,hv
2017-05-12T00:54:57.445Z,56.8375,-152.6201,4.2,4.3,ml,,,,0.56,ak,ak16021874,2017-05-15T03:46:59.040Z,"103km S of Kodiak Station, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2017-05-12T00:46:56.690Z,-27.6732,-176.6191,40,5.6,mww,,34,1.944,1.41,us,us10008rri,2017-05-15T03:32:19.076Z,"216km NE of Raoul Island, New Zealand",earthquake,7.1,1.9,0.061,26,reviewed,us,us
2017-05-11T23:04:02.500Z,36.5349,-98.9681,5.977,2.7,ml,,91,,0.43,us,us10008rqe,2017-05-16T05:21:35.040Z,"23km ENE of Mooreland, Oklahoma",earthquake,2.6,7.3,,,reviewed,tul,tul
2017-05-11T22:50:33.590Z,-56.5893,-25.6081,10,5.1,mb,,189,6.608,0.58,us,us10008rqg,2017-05-16T02:36:22.040Z,"98km E of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,14.2,1.9,0.077,54,reviewed,us,us
2017-05-11T22:38:21.490Z,59.7361,-136.7686,1.3,2.7,ml,,119,0.503,0.8,us,us10008rq5,2017-05-16T03:06:52.040Z,"87km WNW of Skagway, Alaska",earthquake,2.3,8.8,0.061,35,reviewed,us,us
2017-05-11T22:09:27.910Z,20.4457,121.1647,31.33,4.6,mwr,,75,2.361,0.78,us,us10008rq8,2017-05-16T03:03:42.040Z,"74km W of Sabtang, Philippines",earthquake,8.7,5.6,0.089,12,reviewed,us,us
2017-05-11T22:02:34.660Z,13.5078,-90.2806,57.89,4.4,mwr,,148,1.035,1.01,us,us10008rpt,2017-05-15T03:12:33.474Z,"46km SW of San Francisco Menendez, El Salvador",earthquake,5.9,7.9,0.093,11,reviewed,us,us
2017-05-11T21:58:11.430Z,-8.3939,117.6714,168.87,4.6,mb,,62,3.482,0.86,us,us10008rpn,2017-05-16T05:16:47.040Z,"21km N of Labuhankuris, Indonesia",earthquake,5.5,7.6,0.103,28,reviewed,us,us
2017-05-11T21:46:13.950Z,-6.5738,130.0882,152.74,4.8,mb,,70,1.844,0.52,us,us10008rpl,2017-05-16T03:13:32.040Z,"203km NW of Saumlaki, Indonesia",earthquake,6.6,6.8,0.06,85,reviewed,us,us
2017-05-11T21:01:30.050Z,-4.5289,101.2583,36.84,4.8,mb,,102,1.7,0.54,us,us10008rp6,2017-05-16T03:18:49.040Z,"137km SW of Bengkulu, Indonesia",earthquake,8.6,8.1,0.071,61,reviewed,us,us
2017-05-11T20:54:26.380Z,24.7099,125.4781,38.38,4.5,mb,,89,2.258,1.04,us,us10008rnu,2017-05-16T16:02:07.040Z,"22km ESE of Hirara, Japan",earthquake,2.7,8.6,0.06,82,reviewed,us,us
2017-05-11T18:34:04.410Z,-56.5904,-25.7267,10,5,mb,,195,6.545,0.81,us,us10008rjd,2017-05-16T17:50:39.040Z,"91km E of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,15,1.9,0.083,47,reviewed,us,us
2017-05-11T17:58:02.740Z,40.0382,40.7422,13.43,5.1,mb,,30,0.189,0.72,us,us10008riw,2017-05-16T16:30:26.223Z,"13km NNE of Askale, Turkey",earthquake,4.7,3.4,0.035,270,reviewed,us,us
2017-05-11T17:56:35.950Z,47.9616667,-122.4663333,23.67,3.43,ml,39,55,0.06328,0.19,uw,uw61265222,2017-05-29T03:17:55.574Z,"6km SE of Freeland, Washington",earthquake,0.29,0.62,0.183,39,reviewed,uw,uw
2017-05-11T16:36:16.310Z,-56.5504,-25.4528,10,5,mb,,189,6.68,0.73,us,us10008rif,2017-05-12T17:34:04.040Z,"108km E of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,6.2,1.8,0.07,65,reviewed,us,us
2017-05-11T16:07:31.748Z,40.2914,-119.6173,15.1,2.5,ml,13,69.57,0.382,0.1773,nn,nn00588607,2017-05-12T17:09:39.040Z,"37km SSW of Gerlach-Empire, Nevada",earthquake,,2.8,0.55,5,reviewed,nn,nn
2017-05-11T16:05:30.150Z,-56.6622,-25.9324,10,5.4,mb,,38,6.457,0.79,us,us10008rht,2017-05-12T16:57:38.040Z,"77km E of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,8.6,1.3,0.05,136,reviewed,us,us
2017-05-11T16:04:28.720Z,-56.6084,-25.9863,10,5.2,mb,,64,6.413,0.99,us,us10008rhw,2017-05-12T16:29:28.040Z,"75km E of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,6.7,1.8,0.057,103,reviewed,us,us
2017-05-11T16:00:44.320Z,0.4964,126.3293,39.82,4.5,mb,,70,1.072,1.02,us,us10008rhq,2017-06-03T22:08:34.040Z,"119km WSW of Kota Ternate, Indonesia",earthquake,8,9.7,0.128,18,reviewed,us,us
2017-05-11T15:58:25.960Z,-56.5846,-25.8315,10,5.2,mb,,65,19.4,0.88,us,us10008tbi,2017-06-03T21:50:47.040Z,"84km E of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,8.8,1.9,0.084,53,reviewed,us,us
2017-05-11T15:57:32.490Z,-56.6176,-25.8571,11.7,5.3,mww,,34,6.484,0.83,us,us10008rhm,2017-06-03T21:35:10.764Z,"82km E of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,9.3,3,0.08,15,reviewed,us,us
2017-05-11T15:54:25.590Z,-56.8555,-26.6062,10,4.9,mb,,110,6.169,0.54,us,us10008tbk,2017-06-03T21:29:30.040Z,"40km ESE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,8.9,1.8,0.09,39,reviewed,us,us
2017-05-11T15:52:56.950Z,-57.3115,-28.3313,10,4.9,mb,,111,5.51,1,us,us10008tb4,2017-06-03T21:22:06.040Z,"96km SW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,9.9,1.8,0.091,38,reviewed,us,us
2017-05-11T15:41:13.060Z,-56.5641,-25.8658,21.84,5.7,mww,,26,6.464,0.78,us,us10008rhi,2017-06-03T20:58:49.040Z,"83km E of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,7.5,2.5,0.103,9,reviewed,us,us
2017-05-11T14:57:36.571Z,56.9769,-152.5017,13.9,2.9,ml,,,,0.55,ak,ak16019652,2017-05-11T23:00:23.174Z,"88km S of Kodiak Station, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-11T14:36:31.739Z,56.7939,-152.6019,30.5,5.2,ml,,,,0.59,ak,ak16019482,2017-05-12T03:35:51.628Z,"97km S of Kodiak Station, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2017-05-11T12:25:46.620Z,19.0713,-64.3476,51,2.65,md,3,339,1.2073,0.08,pr,pr2017131007,2017-05-12T19:05:13.241Z,"77km NNE of Road Town, British Virgin Islands",earthquake,4.13,6.71,0.52,2,reviewed,pr,pr
2017-05-11T09:36:36.720Z,47.5896667,-122.5646667,21.55,2.6,ml,41,37,0.02563,0.15,uw,uw61265082,2017-05-12T07:49:16.250Z,"2km ENE of Enetai, Washington",earthquake,0.26,0.54,0.202,37,reviewed,uw,uw
2017-05-11T09:33:26.220Z,-56.4265,-25.628,36.28,5.1,mb,,134,6.554,0.37,us,us10008rgd,2017-05-11T09:53:03.040Z,"101km ENE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,5.8,9.9,0.095,36,reviewed,us,us
2017-05-11T09:07:46.998Z,56.8941,-152.2683,1,2.5,ml,,,,0.76,ak,ak16019270,2017-05-11T09:13:27.096Z,"99km SSE of Kodiak Station, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-05-11T08:51:34.870Z,-7.6724,107.0831,86.27,4.5,mb,,53,0.994,1.17,us,us10008rfv,2017-05-31T08:39:41.040Z,"25km S of Puncak, Indonesia",earthquake,5.9,7,0.108,25,reviewed,us,us
2017-05-11T08:49:48.220Z,19.0501,-64.4345,37,2.88,md,5,324,1.1272,0.25,pr,pr2017131005,2017-05-12T20:42:11.301Z,"72km NNE of Road Town, British Virgin Islands",earthquake,5.51,16.04,0.46,4,reviewed,pr,pr
2017-05-11T08:31:22.980Z,50.1175,155.5425,107.85,4.9,mb,,124,3.282,0.82,us,us10008rfu,2017-05-31T08:35:05.040Z,"74km SSW of Severo-Kuril'sk, Russia",earthquake,9.2,7.5,0.062,82,reviewed,us,us
2017-05-11T08:27:56.070Z,-15.2151,-177.4794,393.88,4.5,mb,,68,4.969,0.53,us,us10008tb3,2017-05-31T08:31:35.040Z,"125km SE of Sigave, Wallis and Futuna",earthquake,11.1,8.9,0.102,28,reviewed,us,us
2017-05-11T08:18:20.090Z,-18.3288,-174.6371,94.45,4.5,mb,,99,4.525,0.71,us,us10008rfw,2017-05-31T08:28:19.040Z,"77km WNW of Neiafu, Tonga",earthquake,11.8,8,0.093,34,reviewed,us,us
2017-05-11T07:35:24.720Z,47.5886667,-122.5841667,24.06,3.47,ml,60,37,0.03728,0.2,uw,uw61265017,2017-05-31T08:24:37.040Z,"1km ENE of Enetai, Washington",earthquake,0.28,0.43,0.234,54,reviewed,uw,uw
2017-05-11T07:19:00.570Z,18.5396,-66.22,21,2.83,md,15,192,0.2679,0.27,pr,pr2017131004,2017-05-12T20:45:12.603Z,"10km NNW of Levittown, Puerto Rico",earthquake,1.01,3.74,0.35,12,reviewed,pr,pr
2017-05-11T07:15:19.120Z,-56.5765,-25.8633,26.08,4.9,mb,,195,6.469,0.68,us,us10008taw,2017-05-31T08:23:13.040Z,"83km E of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,15.7,7.4,0.102,30,reviewed,us,us
2017-05-11T06:57:57.450Z,18.917,-65.1891,98,2.64,md,4,255,0.6166,0.25,pr,pr2017131003,2017-05-12T20:49:38.526Z,"68km N of Culebra, Puerto Rico",earthquake,5.17,3.6,0.16,4,reviewed,pr,pr
2017-05-11T06:07:26.276Z,56.9919,-152.5194,13.7,3,ml,,,,0.66,ak,ak16019104,2017-05-11T06:16:04.912Z,"86km S of Kodiak Station, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-11T05:56:00.580Z,19.1613,-65.292,41,2.76,md,4,297,0.8538,0.08,pr,pr2017131002,2017-05-12T20:55:08.640Z,"95km N of Culebra, Puerto Rico",earthquake,2.029,7.17,0.35,4,reviewed,pr,pr
2017-05-11T04:58:38.815Z,59.8676,-136.8063,0,2.5,ml,,,,0.86,ak,ak16019074,2017-05-11T05:03:16.583Z,"95km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-11T03:24:21.090Z,39.8651,48.6019,62.74,5.1,mb,,133,2.978,0.94,us,us10008re3,2017-05-11T03:56:56.873Z,"17km E of Tel'mankend, Azerbaijan",earthquake,9.3,8.3,0.071,64,reviewed,us,us
2017-05-11T03:06:24.221Z,56.8452,-152.6319,20.7,3.5,ml,,,,0.54,ak,ak16018802,2017-05-11T04:51:18.013Z,"102km S of Kodiak Station, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-05-11T02:50:43.062Z,51.5755,-178.4104,5.5,5,ml,,,,0.79,ak,ak16018762,2017-05-11T04:29:01.550Z,"39km SSW of Tanaga Volcano, Alaska",earthquake,,1,,,reviewed,ak,ak
2017-05-11T02:04:07.908Z,51.5392,-178.3714,5,4.6,ml,,,,0.46,ak,ak16018634,2017-05-11T10:06:38.669Z,"41km SSW of Tanaga Volcano, Alaska",earthquake,,1,,,reviewed,ak,ak
2017-05-11T01:16:59.010Z,-56.3978,-25.7437,10,5.4,mb,,61,6.485,0.97,us,us10008rd4,2017-05-12T00:24:05.040Z,"95km ENE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,11.5,1.8,0.058,101,reviewed,us,us
2017-05-11T01:09:42.980Z,-56.4199,-25.7699,10,5.6,mww,,54,6.476,0.85,us,us10008rd3,2017-05-12T05:07:05.271Z,"93km ENE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,4.2,1.7,0.089,12,reviewed,us,us
2017-05-11T00:54:36.720Z,-23.7573,-179.9618,538.33,4.3,mb,,146,10.441,0.67,us,us10008tas,2017-05-24T04:28:15.040Z,"South of the Fiji Islands",earthquake,10.2,18,0.143,14,reviewed,us,us
2017-05-11T00:36:30.000Z,51.4375,-178.2339,21.03,3.6,mb,,187,0.791,0.9,us,us10008tat,2017-05-24T23:41:11.040Z,"50km S of Tanaga Volcano, Alaska",earthquake,11.5,11.3,0.118,18,reviewed,us,us
2017-05-11T00:06:36.050Z,-56.9061,-27.2246,10,4.5,mb,,209,5.872,0.73,us,us10008tbe,2017-05-27T02:46:36.040Z,"22km S of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,15.6,2,0.124,19,reviewed,us,us
2017-05-10T23:50:33.640Z,-56.5518,-25.9427,10,4.4,mb,,128,6.42,0.51,us,us10008ss0,2017-05-28T00:31:16.040Z,"78km ENE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,15.5,1.9,0.134,16,reviewed,us,us
2017-05-10T23:45:10.590Z,-56.3911,-25.7262,10,4.6,mb,,121,6.493,0.71,us,us10008srx,2017-06-03T00:24:55.040Z,"96km ENE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,14.4,1.9,0.151,13,reviewed,us,us
2017-05-10T23:40:43.870Z,-56.3705,-25.7451,10,4.4,mb,,152,6.477,0.36,us,us10008srz,2017-06-02T02:38:39.040Z,"96km ENE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,15.1,2,0.155,12,reviewed,us,us
2017-05-10T23:34:58.240Z,-56.3698,-25.8237,10,4.8,mb,,129,6.435,0.89,us,us10008srt,2017-06-02T23:48:45.040Z,"92km ENE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,13.8,1.9,0.116,23,reviewed,us,us
2017-05-10T23:32:43.220Z,51.6322,-178.4229,21.05,2.8,ml,,184,0.303,0.47,us,us10008wci,2017-06-02T02:32:47.040Z,"34km SW of Tanaga Volcano, Alaska",earthquake,3.3,11.7,,,reviewed,us,ak
2017-05-10T23:23:37.270Z,-56.4277,-25.7827,17.39,6.5,mww,,17,6.472,0.9,us,us10008rb6,2017-05-25T23:45:42.459Z,"92km ENE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,8.8,0.5,0.041,56,reviewed,us,us
2017-05-10T22:55:11.810Z,51.6374,-178.4381,19.77,3.1,ml,,184,0.241,0.63,us,us10008wch,2017-06-02T03:39:48.040Z,"34km SW of Tanaga Volcano, Alaska",earthquake,3.5,1.5,,,reviewed,us,ak
2017-05-10T22:48:25.470Z,51.4781,-178.4718,14.17,2.9,ml,,197,0.349,0.6,us,us10008wcg,2017-06-02T03:24:20.040Z,"50km ENE of Amatignak Island, Alaska",earthquake,3.1,0.8,,,reviewed,us,ak
2017-05-10T22:45:47.810Z,51.6578,-178.5274,18.84,3.4,ml,,181,0.185,0.4,us,us10008wcf,2017-06-02T23:29:02.040Z,"36km SW of Tanaga Volcano, Alaska",earthquake,4.7,5.4,,,reviewed,us,ak
2017-05-10T22:24:44.330Z,51.4709,-178.4378,5.59,2.6,ml,,198,0.366,0.52,us,us10008wcd,2017-06-02T02:05:45.040Z,"50km SSW of Tanaga Volcano, Alaska",earthquake,2.6,5.4,,,reviewed,us,ak
2017-05-10T22:21:36.480Z,36.4905,70.0854,230.69,4.3,mb,,86,0.746,0.57,us,us10008raq,2017-05-24T03:53:37.040Z,"22km ESE of Farkhar, Afghanistan",earthquake,6.7,6.2,0.188,8,reviewed,us,us
2017-05-10T22:13:10.600Z,51.36,-178.3802,3.04,3.8,mb,,192,0.91,0.52,us,us20009jcq,2017-06-02T21:28:23.040Z,"51km ENE of Amatignak Island, Alaska",earthquake,7.9,7.4,0.12,18,reviewed,us,us
2017-05-10T22:12:36.970Z,51.514,-178.3983,5.82,3.8,mb,,185,0.345,0.69,us,us10008wca,2017-06-02T21:17:30.040Z,"44km SSW of Tanaga Volcano, Alaska",earthquake,5.2,6.8,0.147,12,reviewed,us,us
2017-05-10T22:11:22.560Z,30.3237,137.477,479.4,4,mb,,76,3.41,0.6,us,us10008srq,2017-05-26T03:18:29.040Z,"Izu Islands, Japan region",earthquake,11.7,4.3,0.1,27,reviewed,us,us
2017-05-10T22:08:27.580Z,-56.0214,-28.0078,94.23,5,mb,,60,5.165,0.71,us,us10008ram,2017-05-26T03:06:30.040Z,"90km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,11.5,5.3,0.076,56,reviewed,us,us
2017-05-10T22:00:58.320Z,37.5941,75.4207,10,5,mb,,59,3.405,1.28,us,us10008rau,2017-05-25T21:40:47.040Z,"143km ESE of Murghob, Tajikistan",earthquake,5.9,1.8,0.1,32,reviewed,us,us
